time,price,status,amount
111931,12.61,S,300
111934,12.62,B,600
111934,12.63,B,300
111959,12.62,B,100
111959,12.62,B,200
112000,12.62,B,500
112018,12.61,S,100
112018,12.61,S,600
112018,12.61,S,300
112020,12.61,S,500
112021,12.62,B,200
112021,12.62,B,200
112033,12.62,S,100
112033,12.61,S,200
112033,12.61,S,100
112037,12.62,S,700
112042,12.62,S,200
112042,12.62,S,100
112042,12.61,S,900
112045,12.63,B,1000
112048,12.61,S,1000
112048,12.61,S,900
112048,12.62,B,1000
112053,12.61,S,100
112053,12.61,S,2400
112058,12.61,S,200
112102,12.61,S,400
112104,12.62,B,1000
112107,12.62,S,1000
112111,12.61,S,2000
112111,12.61,S,500
112111,12.61,S,500
112111,12.61,S,1000
112111,12.61,S,1000
112120,12.63,S,100
112120,12.63,S,500
112120,12.62,S,1000
112120,12.62,S,2000
112120,12.61,S,1800
112123,12.62,B,1000
112130,12.62,S,500
112130,12.61,S,200
112130,12.61,S,300
112130,12.61,S,300
112130,12.61,S,7400
112130,12.61,S,1000
112130,12.61,S,2000
112130,12.61,S,500
112133,12.61,B,1200
112138,12.61,B,500
112140,12.61,B,2000
112141,12.61,B,300
112144,12.61,B,100
112153,12.62,S,800
112155,12.62,S,200
112200,12.62,S,100
112206,12.63,S,1000
112206,12.62,S,1800
112206,12.61,S,2700
112206,12.61,S,200
112206,12.61,S,500
112206,12.61,S,200
112206,12.61,S,1000
112206,12.61,S,1000
112206,12.61,S,500
112206,12.61,S,400
112206,12.6,S,1000
112206,12.6,S,4800
112206,12.6,S,800
112206,12.6,S,400
112206,12.6,S,1000
112206,12.6,S,500
112206,12.6,S,800
112206,12.6,S,300
112206,12.6,S,300
112206,12.6,S,500
112214,12.64,B,5000
112216,12.64,S,300
112217,12.64,S,600
112222,12.64,S,2500
112240,12.65,B,400
112250,12.65,B,500
112252,12.65,B,300
112255,12.65,B,1700
112255,12.65,B,300
112255,12.65,B,100
112255,12.65,B,1900
112259,12.64,S,1600
112259,12.64,S,2000
112259,12.64,S,5000
112303,12.64,B,1400
112303,12.65,B,100
112303,12.65,B,400
112307,12.65,B,200
112313,12.65,B,600
112315,12.65,B,500
112315,12.65,B,1000
112322,12.65,B,4200
112324,12.65,B,2700
112332,12.65,S,300
112340,12.66,B,1566
112349,12.66,S,500
112357,12.66,S,34
112357,12.66,S,700
112401,12.66,B,800
112402,12.66,B,200
112404,12.66,B,300
112410,12.66,B,200
112412,12.66,B,1000
112414,12.66,B,800
112421,12.65,S,2400
112421,12.65,S,1000
112439,12.65,B,600
112439,12.65,B,100
112505,12.65,S,1300
112505,12.65,S,500
112505,12.65,S,900
112516,12.64,S,600
112516,12.64,S,500
112516,12.64,S,500
112518,12.64,B,2000
112519,12.64,B,500
112520,12.65,B,100
112527,12.65,B,1400
112535,12.64,S,200
112540,12.64,B,100
112542,12.64,B,100
112542,12.65,B,200
112549,12.65,B,600
112549,12.65,B,500
112612,12.65,S,500
112621,12.66,B,466
112621,12.66,B,500
112621,12.66,B,2500
112621,12.66,B,1534
112622,12.66,B,466
112637,12.66,S,34
112637,12.65,S,100
112637,12.65,S,200
112637,12.65,S,400
112701,12.65,B,500
112723,12.65,B,300
112737,12.65,B,300
112742,12.62,S,500
112742,12.62,S,700
112742,12.62,S,1300
112747,12.65,B,166
112747,12.65,B,800
112747,12.65,S,100
112755,12.65,S,1100
112756,12.66,B,2000
112756,12.66,B,2000
112800,12.66,S,1000
112800,12.65,S,4000
112813,12.65,S,200
112829,12.66,B,200
112830,12.65,S,200
112832,12.65,S,100
112836,12.65,S,334
112836,12.65,S,600
112836,12.64,S,66
112852,12.65,S,1000
112852,12.64,S,334
112853,12.64,B,200
112908,12.64,B,466
112908,12.64,B,400
112915,12.64,S,500
112949,12.64,S,200
112951,12.64,S,634
130002,12.63,S,1000
130002,12.63,S,1000
130002,12.63,S,400
130003,12.62,S,700
130003,12.62,S,300
130003,12.63,B,100
130006,12.63,B,1000
130033,12.63,B,500
130033,12.63,B,8
130041,12.63,S,3392
130041,12.62,S,608
130101,12.62,S,92
130101,12.62,S,1908
130114,12.62,S,92
130114,12.62,S,708
130241,12.62,S,292
130241,12.62,S,100
130246,12.62,B,100
130254,12.61,S,2000
130308,12.6,S,100
130327,12.6,S,400
130327,12.6,S,500
130327,12.6,S,2000
130327,12.6,S,300
130327,12.6,S,1800
130330,12.6,S,200
130330,12.6,S,1000
130330,12.6,S,1600
130330,12.6,S,500
130330,12.6,S,1000
130330,12.6,S,100
130330,12.6,S,400
130330,12.6,S,2000
130330,12.6,S,100
130330,12.6,S,300
130330,12.6,S,200
130334,12.6,S,100
130334,12.6,S,200
130334,12.6,S,300
130334,12.6,S,1000
130334,12.6,S,300
130334,12.6,S,500
130334,12.6,S,500
130356,12.59,S,300
130356,12.59,S,3000
130408,12.58,S,300
130408,12.58,S,300
130408,12.58,S,1000
130408,12.58,S,500
130408,12.58,S,500
130408,12.58,S,1400
130432,12.59,B,700
130438,12.59,S,100
130438,12.59,S,200
130438,12.58,S,700
130451,12.58,S,4000
130500,12.58,S,1000
130515,12.58,S,2000
130527,12.58,S,200
130546,12.58,S,6200
130559,12.58,S,4000
130614,12.6,B,100
130617,12.6,B,100
130618,12.6,B,100
130623,12.6,B,600
130628,12.58,S,3000
130632,12.6,B,100
130639,12.59,B,500
130639,12.59,B,500
130641,12.59,B,100
130641,12.6,B,500
130655,12.6,B,3000
130702,12.6,B,1000
130705,12.6,B,1400
130712,12.6,B,200
130712,12.6,B,400
130712,12.59,S,1000
130714,12.6,B,300
130714,12.6,B,100
130716,12.6,S,300
130727,12.6,S,600
130735,12.61,B,2500
130742,12.61,B,500
130753,12.61,B,800
130758,12.61,B,1200
130806,12.61,B,2000
130814,12.6,S,200
130814,12.6,S,800
130819,12.61,B,200
130827,12.61,B,800
130829,12.61,S,200
130829,12.6,S,200
130844,12.62,B,300
130848,12.61,S,20
130853,12.61,S,700
130854,12.62,B,500
130855,12.62,B,400
130903,12.61,S,2280
130906,12.61,B,200
130921,12.61,B,5000
130928,12.61,B,100
130935,12.61,B,300
130937,12.61,B,700
130944,12.61,B,3420
130944,12.61,B,500
131012,12.62,B,300
131014,12.62,B,808
131054,12.64,B,66
131054,12.64,B,100
131054,12.64,B,634
131056,12.64,B,66
131107,12.64,S,934
131107,12.64,S,266
131113,12.65,B,100
131113,12.68,B,900
131113,12.68,B,4100
131113,12.68,B,100
131128,12.68,S,1000
131129,12.68,S,700
131135,12.68,S,600
131151,12.68,B,100
131159,12.65,S,500
131200,12.67,B,800
131200,12.68,B,1600
131200,12.68,B,50
131200,12.69,B,100
131200,12.69,B,450
131223,12.69,B,500
131229,12.65,S,500
131229,12.65,S,300
131229,12.65,S,300
131229,12.65,S,1000
131235,12.65,S,404
131243,12.65,S,96
131248,12.65,B,200
131256,12.64,S,1800
131301,12.64,S,2934
131321,12.63,S,2
131326,12.63,S,1498
131326,12.63,S,300
131342,12.62,S,600
131346,12.62,S,592
131346,12.62,S,8
131352,12.62,S,492
131352,12.62,S,508
131355,12.62,S,492
131407,12.62,B,108
131407,12.63,B,2892
131410,12.62,B,255
131420,12.62,S,43
131427,12.62,S,1000
131437,12.62,S,502
131443,12.62,B,100
131444,12.62,B,498
131445,12.62,S,2
131445,12.61,S,298
131446,12.63,B,1000
131455,12.62,S,3000
131455,12.61,S,382
131455,12.61,S,1000
131455,12.61,S,818
131508,12.61,S,182
131508,12.61,S,500
131508,12.61,S,300
131508,12.61,S,1000
131548,12.6,S,800
131604,12.6,S,200
131604,12.6,S,400
131620,12.61,B,18
131620,12.61,B,1000
131620,12.61,B,182
131624,12.61,B,18
131624,12.61,B,88
131624,12.62,B,68
131624,12.63,B,626
131638,12.62,S,2000
131638,12.6,S,100
131638,12.6,S,500
131638,12.6,S,500
131638,12.6,S,1000
131638,12.6,S,300
131638,12.6,S,2600
131638,12.6,S,100
131638,12.6,S,500
131638,12.6,S,1000
131638,12.6,S,200
131638,12.6,S,100
131638,12.59,S,300
131638,12.59,S,1000
131638,12.59,S,4000
131645,12.6,S,500
131645,12.6,S,1000
131645,12.6,S,200
131654,12.6,B,1000
131659,12.6,B,500
131703,12.6,B,966
131727,12.63,B,200
131812,12.61,S,3000
131812,12.61,S,900
131814,12.61,S,100
131827,12.61,B,400
131905,12.63,B,1000
131915,12.63,B,1000
131930,12.62,S,800
131930,12.62,S,400
131932,12.63,B,500
131937,12.63,B,200
131938,12.63,B,784
131938,12.63,B,216
131939,12.63,B,3000
131940,12.63,B,784
131940,12.63,B,200
131940,12.63,S,1
131956,12.63,S,200
131956,12.63,S,4415
131956,12.63,S,400
131956,12.62,S,800
131956,12.62,S,200
131956,12.62,S,2000
131956,12.62,S,2185
132004,12.63,S,2100
132004,12.63,S,300
132030,12.63,S,700
132030,12.63,S,200
132030,12.63,S,100
132033,12.63,S,100
132041,12.63,B,400
132041,12.63,B,50
132041,12.65,B,50
132042,12.65,B,50
132045,12.66,S,250
132045,12.63,S,250
132101,12.67,B,100
132128,12.65,S,1000
132132,12.67,B,1600
132205,12.69,B,50
132205,12.69,B,750
132207,12.69,B,250
132215,12.69,S,1700
132229,12.69,S,3000
132230,12.69,S,1050
132235,12.69,B,150
132235,12.7,B,300
132235,12.7,B,300
132241,12.69,S,50
132241,12.69,S,50
132241,12.7,B,300
132300,12.7,B,200
132322,12.7,S,100
132322,12.7,S,800
132326,12.7,B,100
132326,12.7,B,1000
132326,12.71,B,900
132333,12.69,S,300
132356,12.69,S,50
132357,12.69,B,950
132357,12.7,B,500
132357,12.7,B,2000
132357,12.7,B,50
132357,12.7,S,1200
132415,12.7,S,800
132443,12.67,S,1000
132447,12.67,S,244
132457,12.67,S,156
132457,12.67,S,125
132503,12.67,S,375
132503,12.67,S,2000
132504,12.67,B,200
132506,12.67,B,1000
132511,12.67,B,200
132516,12.65,S,500
132516,12.65,S,5000
132516,12.65,S,4500
132521,12.67,B,400
132530,12.65,S,10000
132533,12.65,S,100
132539,12.65,S,500
132540,12.65,S,5000
132547,12.65,S,106
132556,12.65,S,369
132558,12.65,S,4525
132558,12.65,S,700
132600,12.65,B,1000
132603,12.65,B,500
132628,12.65,B,200
132648,12.65,B,1500
132707,12.64,S,100
132712,12.65,B,500
132714,12.64,S,1200
132718,12.65,B,1075
132718,12.65,B,11
132718,12.65,B,43
132718,12.65,S,371
132718,12.64,S,1329
132723,12.64,S,1000
132738,12.64,S,500
132746,12.64,S,1
132746,12.64,S,700
132810,12.67,B,200
132816,12.64,S,170
132816,12.64,S,1000
132816,12.64,S,100
132816,12.64,S,2100
132816,12.64,S,30
132829,12.64,S,50
132829,12.64,S,1920
132829,12.64,S,200
132833,12.64,B,1500
132841,12.63,S,5000
132841,12.63,S,500
132841,12.63,S,4500
132845,12.63,S,396
133014,12.63,S,104
133014,12.62,S,896
133038,12.63,S,300
133038,12.62,S,200
133050,12.62,S,6500
133055,12.63,S,200
133055,12.62,S,1004
133055,12.62,S,600
133055,12.62,S,196
133056,12.62,S,104
133119,12.61,S,1000
133119,12.61,S,500
133127,12.61,S,1000
133127,12.61,S,2600
133130,12.62,B,600
133132,12.61,S,300
133134,12.62,B,296
133134,12.62,B,100
133134,12.62,B,101
133135,12.62,S,51
133135,12.62,S,152
133135,12.61,S,848
133136,12.61,S,115
133145,12.61,S,1137
133145,12.61,S,1000
133145,12.61,S,2000
133145,12.61,S,2000
133145,12.61,S,700
133145,12.6,S,4034
133145,12.6,S,500
133145,12.6,S,1000
133145,12.6,S,2000
133145,12.6,S,29
133149,12.6,S,471
133149,12.6,S,100
133149,12.6,S,100
133149,12.6,S,829
133152,12.6,S,171
133152,12.6,S,829
133153,12.6,S,171
133153,12.6,S,500
133153,12.59,S,429
133155,12.61,B,441
133155,12.61,B,159
133159,12.59,S,600
133212,12.6,B,2000
133215,12.59,S,1000
133219,12.59,S,571
133219,12.59,S,429
133232,12.59,S,300
133234,12.59,S,303
133243,12.59,S,400
133244,12.59,S,625
133245,12.59,S,241
133247,12.59,S,3702
133247,12.59,S,98
133250,12.59,S,400
133251,12.59,S,1000
133254,12.59,S,8102
133254,12.59,S,1898
133254,12.59,S,2000
133255,12.59,S,100
133304,12.59,S,800
133307,12.59,S,202
133308,12.59,B,798
133309,12.59,S,202
133318,12.59,B,900
133323,12.58,S,1300
133323,12.58,S,1000
133323,12.58,S,1000
133323,12.58,S,200
133323,12.58,S,300
133323,12.58,S,300
133327,12.58,S,700
133327,12.58,S,1000
133327,12.58,S,300
133329,12.58,S,700
133329,12.58,S,200
133329,12.58,S,900
133329,12.58,S,400
133331,12.58,S,500
133344,12.58,S,100
133346,12.58,S,300
133346,12.58,S,500
133346,12.58,S,500
133400,12.57,S,1000
133400,12.57,S,1000
133403,12.57,S,1600
133403,12.57,S,800
133403,12.57,S,300
133403,12.56,S,200
133403,12.56,S,300
133403,12.56,S,500
133403,12.56,S,200
133403,12.56,S,400
133405,12.56,S,600
133405,12.56,S,800
133405,12.56,S,300
133405,12.56,S,400
133405,12.56,S,17900
133406,12.56,S,1000
133408,12.57,B,500
133411,12.57,B,200
133411,12.57,B,300
133415,12.56,S,2700
133416,12.57,B,9000
133418,12.56,S,400
133420,12.56,S,7800
133422,12.56,S,1500
133424,12.56,S,2700
133425,12.56,S,500
133429,12.57,B,500
133430,12.57,B,1400
133430,12.57,B,100
133435,12.56,S,1200
133435,12.56,S,100
133454,12.56,B,300
133454,12.55,S,1000
133454,12.55,S,500
133454,12.55,S,900
133454,12.55,S,800
133454,12.55,S,1000
133454,12.55,S,300
133454,12.55,S,100
133454,12.55,S,300
133454,12.55,S,1100
133454,12.55,S,3400
133454,12.55,S,400
133459,12.54,S,100
133500,12.55,B,1000
133509,12.55,B,100
133511,12.55,B,100
133514,12.55,B,400
133514,12.55,B,100
133516,12.54,S,400
133516,12.54,S,800
133522,12.54,S,200
133522,12.55,B,1800
133526,12.54,S,100
133533,12.55,B,300
133534,12.55,B,2000
133534,12.55,B,800
133534,12.55,B,200
133540,12.55,B,800
133540,12.55,B,4200
133542,12.54,S,6700
133542,12.54,S,2000
133542,12.54,S,900
133545,12.54,S,900
133547,12.55,B,800
133549,12.54,S,200
133550,12.54,B,100
133553,12.54,B,700
133557,12.55,S,500
133600,12.55,S,100
133601,12.55,S,700
133601,12.55,S,200
133601,12.55,S,200
133611,12.56,B,3000
133612,12.56,B,100
133617,12.56,B,1000
133619,12.56,B,300
133621,12.56,B,1000
133622,12.56,B,1000
133624,12.56,B,500
133624,12.56,B,100
133626,12.56,S,41
133633,12.57,B,100
133635,12.57,S,200
133635,12.56,S,400
133639,12.57,S,98
133641,12.57,S,402
133641,12.57,S,400
133641,12.56,S,1059
133641,12.56,S,1000
133641,12.56,S,300
133641,12.56,S,1000
133641,12.56,S,1139
133652,12.58,B,700
133711,12.59,B,3500
133711,12.59,B,1000
133730,12.59,S,100
133739,12.61,B,500
133744,12.61,B,341
133748,12.61,S,600
133758,12.61,S,2059
133758,12.61,B,1000
133814,12.6,S,100
133814,12.6,S,200
133822,12.6,S,1000
133835,12.6,S,800
133835,12.6,S,500
133842,12.59,S,2000
133850,12.59,S,500
133850,12.59,S,900
133850,12.59,S,500
133850,12.59,S,600
133914,12.57,S,1200
133914,12.57,S,100
133914,12.57,S,600
133914,12.57,S,2100
133925,12.57,S,200
133928,12.57,S,29
133931,12.57,S,100
133934,12.57,S,771
133934,12.57,S,200
133950,12.56,S,7000
133952,12.56,S,1861
133952,12.56,S,500
133952,12.56,S,200
133954,12.56,B,500
134006,12.56,B,500
134011,12.55,S,200
134011,12.55,S,300
134012,12.55,S,100
134012,12.55,S,300
134013,12.55,S,200
134013,12.55,S,2300
134014,12.55,S,2000
134019,12.55,S,700
134019,12.55,S,300
134024,12.55,S,700
134024,12.55,S,700
134028,12.55,S,300
134028,12.55,S,1000
134028,12.55,S,200
134028,12.55,S,339
134031,12.55,S,400
134031,12.55,S,61
134031,12.55,S,500
134031,12.55,S,39
134038,12.55,S,961
134050,12.54,S,1000
134050,12.54,S,2000
134052,12.54,S,3000
134058,12.53,S,400
134058,12.53,S,2600
134102,12.54,B,100
134110,12.53,S,500
134110,12.53,S,1900
134110,12.53,S,100
134113,12.53,S,100
134113,12.53,S,4000
134113,12.53,S,5000
134113,12.53,S,300
134116,12.52,S,500
134116,12.52,S,500
134119,12.52,S,600
134130,12.53,B,600
134130,12.53,B,1400
134130,12.52,S,400
134133,12.52,S,500
134133,12.52,S,1000
134133,12.52,S,500
134142,12.52,S,500
134142,12.52,S,800
134145,12.52,S,200
134145,12.52,S,1000
134145,12.52,S,500
134145,12.52,S,200
134145,12.52,S,41
134148,12.52,S,59
134148,12.52,S,241
134150,12.52,S,59
134150,12.52,S,341
134152,12.52,S,59
134152,12.52,S,300
134152,12.51,S,1000
134152,12.51,S,1000
134152,12.51,S,18000
134152,12.5,S,41
134153,12.5,S,359
134153,12.5,S,41
134153,12.52,B,1000
134203,12.52,B,500
134203,12.52,B,1300
134207,12.52,B,100
134208,12.5,S,1200
134212,12.5,S,259
134212,12.5,S,1000
134212,12.5,S,1000
134212,12.5,S,500
134212,12.5,S,300
134212,12.5,S,200
134212,12.5,S,4000
134212,12.5,S,500
134212,12.5,S,300
134212,12.5,S,400
134212,12.5,S,1000
134212,12.5,S,241
134212,12.5,S,1759
134212,12.5,S,1000
134212,12.5,S,41
134212,12.5,S,100
134217,12.5,S,359
134217,12.5,S,141
134217,12.5,S,59
134217,12.5,S,241
134219,12.5,S,500
134223,12.5,S,1000
134223,12.5,S,259
134223,12.5,S,100
134223,12.5,S,41
134224,12.5,S,259
134224,12.5,S,100
134224,12.5,S,141
134226,12.52,B,1000
134230,12.51,S,500
134238,12.51,S,500
134238,12.5,S,359
134238,12.5,S,100
134238,12.5,S,1000
134238,12.5,S,500
134238,12.5,S,500
134238,12.5,S,500
134244,12.5,B,500
134258,12.5,B,1441
134258,12.5,B,59
134303,12.49,S,100
134305,12.49,S,200
134305,12.49,S,100
134305,12.49,S,100
134305,12.49,S,1600
134309,12.48,S,1000
134311,12.5,B,1000
134313,12.49,B,200
134313,12.49,B,500
134318,12.49,B,600
134323,12.49,B,700
134323,12.49,B,300
134328,12.49,B,50
134328,12.49,B,363
134328,12.49,B,87
134329,12.48,S,367
134330,12.49,B,113
134330,12.49,B,600
134330,12.49,B,1800
134333,12.49,S,200
134335,12.5,B,1000
134336,12.5,B,941
134336,12.5,B,59
134339,12.49,S,2
134340,12.5,B,1741
134340,12.5,B,3259
134341,12.49,S,285
134341,12.49,S,1715
134347,12.5,B,500
134347,12.5,B,1100
134347,12.5,B,300
134347,12.5,B,200
134352,12.51,B,1000
134353,12.51,S,600
134356,12.51,S,300
134358,12.51,S,800
134404,12.52,B,1000
134407,12.52,B,200
134408,12.52,B,1400
134408,12.52,B,100
134413,12.52,B,100
134413,12.52,B,800
134425,12.52,S,50
134426,12.54,B,200
134433,12.52,S,200
134441,12.54,B,200
134442,12.52,S,100
134446,12.53,S,600
134446,12.52,S,750
134446,12.52,S,1950
134448,12.54,B,500
134449,12.55,B,2939
134449,12.55,B,100
134501,12.55,S,1961
134501,12.54,S,500
134501,12.54,S,500
134501,12.54,S,200
134501,12.54,B,200
134507,12.54,B,200
134507,12.54,B,1439
134507,12.55,B,1561
134510,12.54,S,75
134511,12.55,B,2439
134511,12.55,B,2461
134515,12.55,B,539
134515,12.56,B,5061
134529,12.55,S,200
134529,12.54,S,225
134529,12.54,S,575
134534,12.56,B,2800
134534,12.56,B,500
134540,12.56,B,300
134542,12.56,B,200
134549,12.54,S,400
134555,12.56,B,500
134555,12.56,B,500
134558,12.56,B,1000
134600,12.55,S,1000
134601,12.55,B,200
134611,12.55,B,300
134613,12.55,B,1000
134613,12.55,B,600
134615,12.55,B,200
134622,12.54,S,700
134627,12.54,S,400
134636,12.55,B,200
134641,12.54,S,900
134649,12.54,S,500
134657,12.54,S,1600
134700,12.54,S,2000
134706,12.54,S,400
134711,12.55,B,4000
134712,12.54,S,525
134712,12.54,S,1975
134716,12.54,S,300
134718,12.55,B,100
134719,12.54,S,2725
134727,12.54,B,500
134735,12.54,B,100
134747,12.54,B,200
134751,12.52,S,500
134756,12.52,S,2000
134758,12.54,B,1000
134805,12.54,B,300
134835,12.52,S,500
134840,12.52,S,50
134840,12.52,S,1000
134840,12.52,S,100
134840,12.52,S,100
134840,12.52,S,250
134840,12.54,B,300
134842,12.54,B,100
134925,12.54,B,175
134925,12.54,B,500
134925,12.54,B,425
134927,12.53,S,1000
134927,12.53,S,1000
134928,12.54,B,200
134933,12.54,B,875
134947,12.55,B,1000
134948,12.54,S,900
134948,12.55,B,3300
135012,12.55,B,600
135016,12.55,B,1500
135018,12.54,S,200
135019,12.55,B,1000
135024,12.55,B,500
135025,12.55,B,1000
135032,12.55,B,4000
135036,12.55,B,1000
135038,12.55,B,1000
135038,12.56,B,578
135038,12.56,B,22
135042,12.56,B,978
135042,12.56,B,22
135053,12.56,B,300
135054,12.56,B,100
135055,12.56,B,100
135102,12.56,B,478
135117,12.57,B,1029
135117,12.57,B,500
135120,12.57,S,3471
135120,12.57,S,100
135120,12.56,S,329
135120,12.58,B,200
135133,12.58,B,200
135137,12.58,B,400
135140,12.58,B,1200
135200,12.58,S,800
135201,12.58,S,1500
135204,12.59,B,1000
135204,12.59,B,200
135220,12.6,B,500
135237,12.6,B,1400
135237,12.6,B,100
135240,12.6,B,300
135240,12.6,B,400
135241,12.6,S,300
135241,12.59,S,200
135301,12.6,B,100
135307,12.59,S,400
135323,12.59,S,400
135323,12.59,S,200
135323,12.59,S,400
135340,12.59,S,100
135340,12.58,S,400
135352,12.58,S,600
135354,12.59,B,200
135401,12.58,S,400
135403,12.58,S,200
135416,12.58,S,200
135419,12.58,S,900
135419,12.58,S,500
135419,12.58,S,300
135443,12.57,S,1000
135449,12.57,S,100
135459,12.56,S,2193
135459,12.56,S,200
135459,12.56,S,1407
135507,12.56,S,100
135509,12.56,S,500
135532,12.56,S,50
135538,12.56,S,1000
135544,12.56,S,1500
135614,12.56,S,443
135614,12.56,S,1000
135623,12.56,B,557
135632,12.56,S,300
135637,12.56,S,443
135637,12.55,S,200
135637,12.55,S,800
135637,12.55,S,500
135637,12.55,S,300
135637,12.55,S,57
135647,12.56,B,200
135703,12.57,B,900
135703,12.57,B,100
135703,12.59,B,2800
135703,12.59,B,1000
135705,12.6,S,2500
135708,12.6,S,200
135739,12.63,B,300
135744,12.63,B,1800
135746,12.63,B,300
135746,12.63,B,200
135754,12.63,B,900
135756,12.63,B,900
135756,12.63,B,100
135804,12.63,B,900
135809,12.63,S,1500
135820,12.63,S,200
135828,12.64,B,600
135832,12.64,B,200
135837,12.64,B,2000
135842,12.63,S,1500
135851,12.64,B,1000
135858,12.64,B,100
135911,12.64,B,1000
135948,12.64,B,1680
135948,12.64,B,320
135956,12.64,B,580
135959,12.65,B,500
135959,12.65,B,600
140003,12.64,S,1000
140005,12.64,S,420
140005,12.63,S,900
140005,12.63,S,700
140005,12.63,S,300
140005,12.63,S,4516
140025,12.64,S,2700
140033,12.64,S,1000
140041,12.64,S,1300
140058,12.63,S,484
140059,12.62,S,600
140104,12.63,B,216
140104,12.64,B,100
140104,12.64,B,184
140107,12.62,S,2400
140107,12.61,S,4435
140131,12.61,S,200
140132,12.61,S,365
140132,12.61,S,335
140142,12.61,S,300
140147,12.61,S,365
140147,12.61,S,500
140147,12.61,S,300
140147,12.61,S,3600
140147,12.61,S,500
140151,12.61,B,700
140159,12.61,B,400
140200,12.6,S,6836
140213,12.6,S,400
140215,12.6,S,1000
140226,12.6,S,1000
140249,12.61,B,500
140250,12.61,B,1000
140252,12.6,S,2000
140301,12.6,S,6835
140314,12.6,S,200
140318,12.6,S,4000
140320,12.6,S,229
140320,12.6,S,771
140322,12.6,S,75
140334,12.6,S,154
140334,12.6,S,200
140407,12.59,S,100
140407,12.56,S,500
140407,12.56,S,1000
140407,12.56,S,5000
140407,12.56,S,236
140429,12.59,B,200
140501,12.56,S,264
140501,12.56,S,2000
140501,12.56,S,300
140501,12.56,S,4271
140517,12.56,S,200
140521,12.56,S,3529
140521,12.56,S,3000
140525,12.56,B,700
140538,12.55,S,443
140538,12.55,S,1000
140538,12.55,S,2000
140538,12.55,S,500
140538,12.55,S,57
140539,12.56,B,1000
140556,12.55,S,443
140556,12.55,S,557
140603,12.55,S,4443
140603,12.55,S,2393
140612,12.55,S,6505
140621,12.55,S,1102
140621,12.55,S,1000
140621,12.55,S,1898
140633,12.56,B,200
140651,12.55,S,1000
140654,12.56,B,1300
140654,12.56,S,700
140654,12.55,S,1102
140654,12.55,S,600
140654,12.55,S,1500
140654,12.55,S,500
140654,12.54,S,2433
140736,12.55,S,100
140736,12.55,S,200
140747,12.55,B,500
140750,12.54,S,2567
140750,12.54,S,1000
140750,12.54,S,100
140750,12.54,S,500
140750,12.54,S,2669
140758,12.55,B,200
140808,12.55,B,1000
140811,12.54,S,2331
140811,12.54,S,500
140811,12.54,S,1000
140811,12.54,S,100
140811,12.54,S,1000
140811,12.53,S,2000
140811,12.53,S,5000
140811,12.53,S,500
140811,12.53,S,1000
140811,12.52,S,750
140811,12.52,S,8000
140811,12.52,S,300
140811,12.52,S,3000
140811,12.52,S,1000
140811,12.52,S,500
140811,12.52,S,500
140811,12.51,S,5000
140811,12.51,S,100
140811,12.51,S,5000
140811,12.51,S,100
140811,12.51,S,500
140811,12.5,S,200
140811,12.5,S,100
140811,12.5,S,300
140811,12.5,S,5000
140811,12.5,S,600
140811,12.5,S,5000
140811,12.5,S,200
140811,12.5,S,400
140811,12.5,S,400
140811,12.5,S,100
140811,12.5,S,1000
140811,12.5,S,500
140811,12.5,S,2200
140811,12.5,S,400
140811,12.5,S,200
140811,12.5,S,300
140811,12.5,S,400
140811,12.5,S,7000
140812,12.5,B,400
140814,12.5,B,200
140816,12.5,B,1300
140816,12.5,B,1200
140820,12.5,B,100
140824,12.5,B,1000
140841,12.5,B,400
140842,12.49,S,700
140842,12.49,S,1000
140842,12.49,S,500
140842,12.49,S,500
140842,12.48,S,300
140842,12.48,S,100
140842,12.48,S,200
140842,12.48,S,100
140842,12.48,S,500
140842,12.48,S,1800
140842,12.48,S,300
140842,12.48,S,1000
140842,12.47,S,1000
140842,12.47,S,1000
140845,12.47,B,1000
140845,12.5,B,7400
140847,12.5,B,600
140848,12.5,S,100
140853,12.49,B,500
140854,12.49,S,2700
140855,12.49,S,1200
140856,12.49,S,3500
140856,12.46,S,1000
140856,12.46,S,800
140856,12.46,S,500
140856,12.45,S,1000
140856,12.45,S,35
140903,12.46,B,500
140905,12.45,S,965
140905,12.45,S,35
140913,12.45,S,700
140914,12.46,B,800
140915,12.45,S,200
140920,12.45,S,65
140920,12.45,S,200
140920,12.45,S,935
140920,12.46,B,1800
140920,12.46,B,1000
140928,12.46,S,500
140937,12.47,S,8000
140937,12.46,S,1700
140937,12.46,S,100
140937,12.46,S,200
140939,12.46,S,1816
140947,12.46,S,884
140947,12.46,S,100
140947,12.46,S,16
140954,12.46,S,184
140954,12.46,S,700
140956,12.46,B,1000
141000,12.46,B,500
141001,12.46,B,16
141003,12.55,S,984
141003,12.45,S,1065
141003,12.45,S,200
141003,12.45,S,500
141003,12.45,S,1400
141003,12.45,S,1000
141003,12.45,S,1000
141003,12.45,S,500
141003,12.44,S,100
141003,12.44,S,200
141003,12.44,S,600
141003,12.44,S,800
141003,12.43,S,500
141003,12.43,S,900
141003,12.43,S,1000
141003,12.43,S,100
141003,12.43,S,500
141003,12.42,S,2000
141003,12.42,S,1000
141003,12.42,S,1200
141004,12.42,B,500
141013,12.41,S,300
141013,12.41,S,1000
141013,12.4,S,1800
141031,12.4,S,100
141031,12.4,S,5000
141031,12.4,S,2000
