time,price,status,amount
100832,12.89,B,200
100834,12.88,S,300
100837,12.89,B,543
100837,12.89,B,500
100837,12.89,B,300
100837,12.89,B,1400
100837,12.89,B,1000
100837,12.89,B,500
100837,12.89,B,1000
100837,12.89,B,4000
100837,12.9,B,3000
100837,12.9,B,3000
100837,12.9,B,700
100837,12.9,B,200
100837,12.9,B,500
100837,12.9,B,200
100837,12.9,B,1100
100837,12.9,B,6200
100839,12.9,S,500
100840,12.9,S,200
100843,12.9,S,200
100844,12.9,S,500
100850,12.91,B,300
100850,12.91,B,400
100850,12.91,B,200
100850,12.91,B,100
100852,12.91,B,100
100901,12.92,B,200
100902,12.91,S,400
100906,12.92,B,300
100906,12.92,B,300
100907,12.92,B,1700
100909,12.91,S,300
100909,12.91,S,1000
100909,12.91,S,700
100909,12.92,B,1000
100909,12.92,B,1000
100916,12.92,S,500
100916,12.92,S,100
100920,12.92,S,500
100925,12.92,S,200
100925,12.92,S,700
100925,12.92,S,200
100925,12.92,S,1000
100926,12.92,S,600
100927,12.92,S,1000
100927,12.93,B,200
100927,12.92,S,18300
100928,12.92,S,10000
100929,12.93,B,800
100929,12.93,B,500
100929,12.93,B,700
100929,12.92,S,800
100930,12.93,B,500
100932,12.93,B,800
100932,12.93,B,1300
100932,12.93,B,400
100932,12.93,B,1000
100932,12.93,B,800
100932,12.93,B,2000
100932,12.93,B,500
100932,12.93,B,4000
100933,12.93,S,4000
100933,12.93,S,500
100933,12.93,S,500
100936,12.95,B,1000
100936,12.95,B,50000
100936,12.95,B,2000
100936,12.95,B,400
100936,12.95,B,1000
100936,12.95,B,600
100936,12.95,B,1500
100936,12.95,B,500
100937,12.95,S,1000
100938,12.95,S,1600
100940,12.95,S,400
100940,12.93,S,4600
100941,12.93,S,500
100946,12.94,S,200
100946,12.93,S,800
100953,12.95,B,100
100953,12.95,B,1200
100953,12.96,B,400
100953,12.96,B,1000
100953,12.96,B,200
100953,12.96,B,1000
100953,12.96,B,1000
100953,12.97,B,200
101001,12.95,B,200
101001,12.95,S,300
101003,12.95,B,4700
101007,12.95,S,300
101007,12.94,S,200
101007,12.93,S,100
101017,12.93,S,2500
101017,12.93,S,500
101018,12.93,S,200
101019,12.95,B,500
101019,12.95,B,500
101019,12.96,B,1000
101019,12.95,S,20000
101020,12.96,B,200
101020,12.96,B,300
101020,12.96,B,500
101021,12.95,S,1000
101022,12.95,S,2000
101022,12.95,S,2100
101022,12.93,S,1400
101022,12.93,S,1500
101024,12.93,S,500
101026,12.95,S,500
101027,12.93,S,100
101029,12.95,B,500
101029,12.95,B,1100
101031,12.93,S,5200
101031,12.93,S,2700
101031,12.92,S,900
101034,12.92,S,5000
101039,12.93,B,1900
101039,12.93,B,500
101039,12.95,B,200
101039,12.95,B,1000
101039,12.95,B,500
101039,12.95,B,100
101039,12.95,S,1000
101043,12.95,S,4800
101043,12.93,S,200
101045,12.93,S,100
101045,12.93,S,1800
101045,12.93,S,1200
101045,12.92,S,15000
101045,12.92,S,3000
101045,12.92,S,800
101050,12.91,S,1000
101051,12.91,S,1700
101051,12.91,S,500
101051,12.91,S,100
101057,12.9,B,100
101057,12.9,B,600
101057,12.93,B,500
101057,12.94,B,900
101059,12.92,B,200
101110,12.88,S,2200
101110,12.88,S,3400
101110,12.88,S,1400
101110,12.88,S,1200
101120,12.91,B,500
101120,12.91,B,1000
101123,12.88,S,100
101125,12.88,S,700
101131,12.88,S,2000
101136,12.89,S,100
101136,12.89,S,1200
101138,12.89,S,1100
101138,12.89,B,100
101138,12.88,S,1000
101140,12.88,S,500
101149,12.89,B,800
101149,12.89,S,200
101149,12.88,S,100
101152,12.88,S,300
101157,12.88,S,2700
101157,12.88,S,1800
101158,12.89,B,2000
101200,12.89,S,1300
101200,12.89,S,3000
101200,12.89,S,100
101201,12.89,S,100
101202,12.89,S,200
101203,12.89,S,500
101207,12.89,S,2000
101214,12.89,S,500
101217,12.89,S,300
101217,12.88,S,200
101217,12.88,S,500
101225,12.89,B,1000
101225,12.89,B,500
101225,12.89,B,900
101225,12.89,B,600
101226,12.89,B,400
101232,12.89,S,600
101236,12.88,S,1000
101237,12.88,S,1000
101240,12.88,S,200
101240,12.88,S,1000
101244,12.88,B,800
101244,12.89,B,400
101247,12.89,B,200
101247,12.9,B,100
101254,12.88,S,2000
101301,12.88,S,2000
101305,12.88,S,1000
101305,12.87,S,1000
101305,12.89,B,200
101312,12.87,S,1000
101315,12.88,S,500
101318,12.88,S,500
101318,12.88,S,2500
101321,12.88,S,1000
101323,12.88,S,900
101335,12.87,S,200
101339,12.87,S,800
101339,12.87,S,700
101347,12.87,S,2000
101349,12.87,S,400
101350,12.87,S,1900
101350,12.86,S,1100
101353,12.87,B,100
101359,12.86,S,3600
101359,12.86,S,600
101359,12.85,S,1700
101359,12.85,S,500
101359,12.85,S,1000
101359,12.85,S,900
101359,12.82,S,2400
101359,12.81,S,200
101359,12.81,S,100
101359,12.81,S,3700
101406,12.86,B,200
101410,12.86,B,200
101423,12.81,S,300
101423,12.8,S,1000
101423,12.8,S,700
101424,12.8,S,2000
101435,12.81,S,1000
101435,12.8,S,300
101445,12.86,B,400
101457,12.86,B,4000
101458,12.86,B,500
101516,12.82,S,20000
101518,12.82,S,1100
101518,12.82,S,500
101521,12.82,B,8400
101521,12.85,B,6600
101531,12.85,S,15000
101537,12.85,B,5000
101539,12.85,B,500
101539,12.86,B,100
101539,12.86,B,900
101539,12.86,B,500
101545,12.82,S,100
101552,12.85,B,2000
101555,12.85,B,2000
101605,12.85,B,900
101609,12.85,S,600
101621,12.85,B,700
101621,12.85,B,600
101624,12.85,B,400
101625,12.85,B,3700
101625,12.85,B,1000
101625,12.86,B,500
101625,12.86,B,300
101625,12.86,B,3300
101626,12.82,S,400
101627,12.82,S,300
101629,12.86,B,500
101648,12.86,B,100
101648,12.86,B,500
101649,12.86,B,5600
101649,12.86,B,200
101649,12.86,B,600
101649,12.86,B,800
101649,12.87,B,1800
101652,12.87,B,100
101700,12.87,B,100
101700,12.87,B,1500
101709,12.86,S,300
101709,12.87,B,1500
101709,12.87,B,2000
101709,12.87,B,500
101711,12.87,B,400
101715,12.87,S,600
101715,12.87,S,500
101715,12.86,S,800
101715,12.86,S,100
101715,12.88,B,300
101720,12.87,S,1000
101720,12.86,S,900
101720,12.86,S,1100
101744,12.88,B,100
101754,12.88,B,500
101754,12.87,S,3800
101756,12.87,S,700
101802,12.87,S,500
101802,12.87,S,200
101802,12.87,S,500
101802,12.86,S,1000
101825,12.86,S,10000
101826,12.86,S,1000
101831,12.87,B,800
101831,12.88,B,1100
101831,12.88,B,100
101833,12.86,S,1000
101900,12.88,B,400
101900,12.88,B,3000
101900,12.88,B,500
101900,12.88,B,900
101900,12.89,B,800
101900,12.89,B,1000
101900,12.89,B,1000
101900,12.89,B,2700
101900,12.89,B,1700
101904,12.87,S,400
101910,12.88,S,500
101910,12.88,S,500
101915,12.87,S,12100
101927,12.87,B,900
101937,12.88,S,100
101948,12.87,S,200
101948,12.87,S,800
102019,12.87,S,100
102019,12.87,S,6000
102019,12.87,S,600
102019,12.87,S,2100
102021,12.88,B,2000
102029,12.88,S,1000
102042,12.88,S,2300
102042,12.88,S,300
102046,12.88,B,400
102059,12.87,S,100
102101,12.87,B,1300
102135,12.86,S,500
102141,12.86,S,1200
102141,12.86,S,500
102141,12.86,S,200
102141,12.86,S,1200
102157,12.85,S,4700
102203,12.85,S,2400
102207,12.86,B,5500
102215,12.86,S,1000
102218,12.86,S,3500
102220,12.86,S,6900
102223,12.86,B,5000
102227,12.86,B,2200
102230,12.86,B,800
102236,12.85,S,2900
102243,12.85,B,1400
102243,12.85,B,1700
102243,12.86,B,700
102243,12.89,B,1000
102243,12.89,B,1000
102243,12.89,B,3000
102243,12.89,B,1000
102243,12.9,B,900
102243,12.9,B,700
102318,12.9,B,3000
102331,12.83,S,800
102331,12.83,S,100
102334,12.83,B,1000
102343,12.83,B,1000
102345,12.83,B,10000
102352,12.83,B,2900
102355,12.83,B,2000
102358,12.83,B,1500
102402,12.82,S,200
102402,12.83,B,3000
102403,12.83,B,100
102406,12.89,B,1000
102406,12.9,B,1000
102419,12.89,B,500
102434,12.87,B,100
102434,12.89,B,100
102434,12.89,B,300
102455,12.89,B,700
102509,12.87,B,500
102509,12.88,B,500
102509,12.89,B,400
102509,12.89,B,500
102509,12.9,B,1000
102509,12.9,B,500
102509,12.9,B,500
102509,12.9,B,100
102509,12.9,B,2000
102509,12.9,B,1600
102509,12.9,B,500
102509,12.9,B,1000
102509,12.9,B,5000
102509,12.9,B,500
102513,12.9,S,400
102513,12.89,S,100
102537,12.89,S,900
102537,12.89,S,600
102550,12.89,B,200
102556,12.85,S,600
102556,12.84,S,400
102608,12.89,B,300
102631,12.89,B,100
102633,12.89,B,200
102633,12.89,B,800
102638,12.88,B,800
102638,12.89,B,200
102638,12.89,B,400
102703,12.88,B,100
102706,12.86,S,300
102706,12.86,S,100
102706,12.85,S,300
102706,12.85,S,1400
102706,12.85,S,200
102706,12.84,S,600
102706,12.84,S,1900
102708,12.88,B,500
102711,12.84,S,1000
102712,12.84,S,100
102712,12.84,S,300
102712,12.83,S,600
102726,12.83,S,300
102726,12.83,S,300
102726,12.83,S,100
102726,12.83,S,3700
102729,12.83,S,1300
102729,12.83,S,500
102729,12.83,S,200
102731,12.86,B,300
102731,12.87,B,3000
102731,12.88,B,4400
102731,12.88,B,300
102740,12.88,S,800
102744,12.88,S,1200
102744,12.88,S,100
102805,12.83,S,500
102814,12.84,S,1000
102814,12.83,S,500
102814,12.83,S,500
102833,12.83,S,1200
102840,12.83,S,300
102840,12.83,S,200
102844,12.88,B,2900
102849,12.83,S,3700
102906,12.82,S,1200
102911,12.82,S,900
102913,12.82,S,200
102913,12.82,S,46
102916,12.82,S,754
102916,12.81,S,246
102929,12.82,B,43
102929,12.82,B,300
102929,12.83,B,157
102931,12.82,B,400
102931,12.83,B,2300
102931,12.81,S,8000
102935,12.82,B,300
102937,12.82,B,3000
102937,12.81,S,111
102937,12.81,S,2000
102948,12.81,S,143
102948,12.81,S,257
102953,12.82,B,200
102954,12.81,S,43
102954,12.81,S,200
102957,12.81,B,200
103005,12.81,B,57
103005,12.81,B,900
103005,12.81,B,300
103008,12.81,S,143
103014,12.81,B,957
103014,12.81,B,100
103021,12.81,S,300
103031,12.81,S,1643
103031,12.81,S,500
103031,12.81,S,100
103031,12.81,S,200
103031,12.81,S,100
103031,12.8,S,1000
103031,12.8,S,2000
103031,12.8,S,1000
103031,12.8,S,800
103031,12.8,S,1000
103031,12.8,S,100
103031,12.8,S,100
103031,12.8,S,600
103031,12.8,S,2000
103031,12.8,S,500
103031,12.8,S,1000
103031,12.8,S,800
103031,12.8,S,1000
103031,12.8,S,1300
103031,12.8,S,3000
103031,12.8,S,500
103031,12.8,S,100
103031,12.8,S,500
103034,12.8,B,2000
103034,12.8,B,1000
103035,12.8,B,100
103048,12.79,B,500
103101,12.78,S,800
103112,12.78,S,500
103117,12.79,B,200
103117,12.79,B,500
103117,12.79,B,5000
103135,12.79,S,6400
103135,12.79,S,200
103135,12.79,S,1000
103149,12.79,B,1000
103202,12.79,B,1400
103202,12.79,B,3600
103202,12.78,S,700
103202,12.78,S,1800
103205,12.78,S,200
103205,12.78,S,100
103205,12.78,S,1000
103205,12.78,S,900
103205,12.78,S,500
103205,12.78,S,500
103205,12.78,S,800
103213,12.79,B,3600
103213,12.79,B,1400
103214,12.78,S,600
103214,12.78,S,400
103216,12.79,B,600
103217,12.78,S,600
103217,12.78,S,1000
103218,12.76,S,600
103218,12.76,S,1000
103218,12.76,S,2000
103218,12.74,S,1000
103218,12.74,S,1000
103218,12.74,S,3000
103218,12.74,S,1743
103228,12.78,B,400
103228,12.78,B,700
103228,12.78,B,800
103229,12.78,S,200
103230,12.78,S,200
103239,12.8,B,300
103248,12.78,S,500
103254,12.78,S,4600
103256,12.78,B,500
103300,12.78,B,1300
103300,12.78,B,3700
103319,12.76,S,200
103319,12.75,S,1000
103319,12.74,S,757
103319,12.74,S,200
103319,12.74,S,1000
103319,12.73,S,1000
103319,12.73,S,300
103319,12.73,S,1000
103319,12.73,S,5000
103332,12.72,S,200
103332,12.71,S,300
103332,12.71,S,1000
103332,12.71,S,300
103332,12.71,S,1000
103332,12.71,S,1000
103332,12.7,S,1200
103332,12.7,S,500
103332,12.7,S,1000
103332,12.7,S,1000
103332,12.7,S,1000
103332,12.7,S,1000
103332,12.7,S,1000
103332,12.7,S,3700
103337,12.73,B,500
103358,12.7,S,1300
103358,12.7,S,100
103358,12.7,S,500
103358,12.7,S,500
103359,12.7,B,200
103402,12.69,S,2000
103402,12.69,S,700
103402,12.68,S,1500
103402,12.68,S,7000
103402,12.68,S,1000
103402,12.67,S,1000
103402,12.67,S,2000
103402,12.67,S,1000
103402,12.66,S,1500
103402,12.66,S,1200
103402,12.65,S,200
103402,12.65,S,200
103402,12.65,S,1000
103402,12.65,S,1000
103402,12.65,S,700
103402,12.64,S,1200
103402,12.64,S,800
103402,12.64,S,1000
103402,12.64,S,500
103402,12.63,S,500
103402,12.63,S,400
103402,12.63,S,100
103402,12.63,S,200
103402,12.62,S,400
103402,12.62,S,500
103402,12.62,S,500
103402,12.62,S,1000
103402,12.61,S,1000
103402,12.61,S,1600
103402,12.61,S,200
103402,12.61,S,1000
103402,12.61,S,1000
103402,12.61,S,500
103402,12.61,S,1500
103402,12.6,S,1700
103402,12.6,S,1400
103404,12.7,B,200
103410,12.69,B,400
103418,12.68,B,500
103423,12.68,B,3500
103423,12.69,B,500
103428,12.62,S,700
103428,12.61,S,300
103428,12.61,S,100
103428,12.61,S,100
103435,12.62,S,1000
103438,12.65,B,1000
103438,12.68,B,500
103438,12.69,B,500
103443,12.63,S,200
103443,12.62,S,4000
103443,12.62,S,500
103443,12.62,S,5300
103449,12.62,S,3600
103449,12.62,S,100
103451,12.63,S,300
103451,12.62,S,300
103451,12.62,S,600
103451,12.62,S,500
103451,12.61,S,100
103451,12.61,S,2000
103451,12.61,S,100
103454,12.62,S,200
103454,12.62,B,5000
103459,12.62,B,1800
103459,12.62,B,200
103503,12.62,B,300
103512,12.63,B,800
103513,12.62,S,700
103513,12.62,S,300
103513,12.62,S,1000
103513,12.62,S,200
103513,12.62,S,100
103513,12.62,S,1700
103514,12.62,S,3300
103514,12.61,S,300
103514,12.61,S,700
103514,12.61,S,2000
103514,12.61,S,1000
103514,12.61,S,2700
103515,12.63,B,500
103519,12.62,S,200
103521,12.63,B,300
103521,12.63,B,5000
103522,12.63,B,100
103523,12.62,S,500
103524,12.62,B,2500
103525,12.63,B,400
103530,12.63,B,1800
103538,12.63,S,200
103538,12.63,S,300
103538,12.63,S,2000
103538,12.63,S,200
103549,12.65,B,100
103551,12.65,B,500
103553,12.65,B,400
103553,12.65,B,600
103555,12.65,B,500
103556,12.65,B,1700
103559,12.63,S,1300
103600,12.65,B,1000
103600,12.63,S,400
103600,12.65,B,1900
103603,12.65,B,2000
103607,12.65,B,700
103607,12.65,B,100
103607,12.64,S,500
103607,12.64,S,500
103607,12.64,S,1000
103608,12.65,B,543
103611,12.65,S,3657
103612,12.65,B,100
103612,12.65,B,500
103612,12.64,S,800
103618,12.65,B,500
103619,12.65,B,100
103620,12.65,B,2000
103626,12.64,S,700
103626,12.64,S,300
103628,12.64,B,400
103628,12.64,B,200
103628,12.64,B,500
103629,12.64,B,1000
103631,12.64,B,400
103631,12.64,B,300
103632,12.64,B,5000
103633,12.64,B,2500
103635,12.64,B,1000
103641,12.64,B,900
103643,12.64,B,500
103643,12.64,B,100
103646,12.64,B,500
103646,12.64,B,700
103646,12.64,B,2000
103649,12.64,B,500
103650,12.64,B,300
103650,12.64,B,1000
103651,12.64,B,2600
103651,12.64,B,2000
103654,12.65,B,1000
103706,12.65,B,2000
103710,12.65,B,143
103712,12.65,S,57
103712,12.65,S,4943
103721,12.68,B,100
103726,12.68,B,2000
103728,12.68,B,1000
103729,12.68,B,1300
103742,12.69,B,2000
103750,12.69,B,100
103756,12.69,B,8000
103756,12.69,B,400
103757,12.69,B,5000
103800,12.69,B,1000
103801,12.69,B,100
103801,12.69,B,200
103803,12.69,B,500
103803,12.69,B,300
103805,12.69,B,200
103807,12.69,B,200
103809,12.69,B,500
103813,12.69,B,500
103814,12.69,B,2400
103839,12.72,B,200
103842,12.72,B,800
103842,12.72,B,200
103856,12.72,B,200
103857,12.72,B,1600
103858,12.72,S,400
103858,12.7,S,1700
103858,12.7,S,100
103918,12.75,B,1000
103919,12.72,S,600
103919,12.72,S,400
103934,12.72,S,97
103941,12.75,B,200
103941,12.75,B,1000
103942,12.75,S,120
103943,12.75,S,500
103945,12.75,S,600
103946,12.75,S,180
103946,12.75,S,300
103946,12.72,S,3
103950,12.72,B,17
103950,12.75,B,500
103950,12.75,S,221
104000,12.75,S,762
104004,12.72,S,300
104004,12.7,S,100
104008,12.75,B,200
104013,12.72,S,1000
104029,12.72,B,1500
104029,12.75,B,800
104033,12.7,S,300
104033,12.7,S,300
104033,12.7,S,700
104033,12.7,S,300
104040,12.73,S,62
104042,12.73,S,438
104044,12.73,B,500
104051,12.73,B,3362
104051,12.73,B,1638
104056,12.72,S,200
104115,12.71,S,600
104118,12.71,S,100
104118,12.7,S,500
104118,12.7,S,400
104118,12.7,S,600
104118,12.7,S,1000
104118,12.7,S,300
104118,12.7,S,100
104147,12.7,S,1100
104149,12.7,S,2800
104149,12.7,S,700
104150,12.7,S,300
104150,12.7,S,600
104159,12.7,B,2100
104159,12.7,B,900
104200,12.7,B,300
104203,12.69,S,600
104203,12.69,S,100
104203,12.69,S,500
104203,12.69,S,1100
104203,12.69,S,900
104203,12.69,S,800
104207,12.69,S,2700
104207,12.69,S,2000
104207,12.69,S,300
104210,12.69,S,700
104210,12.69,S,500
104228,12.68,S,1300
104234,12.68,S,400
104234,12.68,S,100
104234,12.68,S,200
104239,12.68,S,800
104239,12.68,S,500
104242,12.68,S,500
104242,12.68,S,700
104251,12.69,B,1600
104252,12.69,B,500
104301,12.69,B,800
104312,12.69,B,800
104313,12.69,B,5600
104313,12.69,B,10000
104315,12.69,S,4400
104315,12.68,S,800
104318,12.68,S,500
104318,12.68,S,500
104330,12.7,B,3000
104351,12.7,S,500
104351,12.7,S,100
104353,12.7,B,400
104354,12.72,B,1800
104354,12.72,B,1200
104400,12.72,B,500
104419,12.74,B,1000
104419,12.74,B,800
104440,12.75,B,238
104440,12.75,B,500
104440,12.75,B,362
104459,12.75,B,138
104459,12.75,B,162
104500,12.75,B,300
104501,12.74,S,3200
104513,12.74,B,100
104527,12.74,B,100
104527,12.74,B,300
104529,12.74,S,2000
104530,12.75,B,38
104530,12.76,B,2000
104530,12.78,B,400
104530,12.79,B,1000
104530,12.79,B,600
104530,12.79,B,1000
104530,12.8,B,1962
104550,12.74,S,600
104606,12.74,S,500
104606,12.74,S,1900
104616,12.79,B,400
104616,12.79,B,100
104622,12.74,S,100
104622,12.74,S,900
104737,12.74,S,800
104737,12.73,S,1100
104737,12.73,S,1000
104737,12.72,S,400
104737,12.71,S,200
104737,12.71,S,500
104737,12.7,S,7000
104809,12.74,S,500
104824,12.76,B,500
104830,12.74,S,1000
104839,12.76,B,500
104842,12.76,S,8700
104900,12.76,S,800
104911,12.76,B,200
104911,12.77,B,1000
104920,12.74,S,1500
104925,12.74,B,500
104933,12.71,S,300
104947,12.71,S,500
105028,12.72,S,500
105041,12.74,B,100
105041,12.74,B,500
105051,12.74,S,600
105113,12.74,S,600
105115,12.74,S,200
105115,12.74,S,197
105120,12.76,B,100
105123,12.76,B,2000
105129,12.74,S,103
105153,12.76,B,400
105157,12.74,S,500
105233,12.76,B,1000
105244,12.76,B,1500
105303,12.76,B,1000
105303,12.76,B,7500
105303,12.76,B,1500
105309,12.76,B,600
105309,12.76,B,3200
105322,12.76,B,1700
105347,12.76,S,500
105358,12.76,S,2400
105358,12.76,S,1000
105358,12.76,S,2000
105358,12.76,S,1000
105407,12.76,B,1000
105410,12.76,B,9800
105416,12.76,B,200
105418,12.76,B,4000
105426,12.74,S,500
105430,12.76,B,4000
105430,12.76,B,300
105430,12.76,B,700
105434,12.76,B,100
105444,12.76,S,2400
105502,12.76,S,100
105511,12.77,B,1500
105511,12.77,B,500
105537,12.77,B,2300
105609,12.77,S,2000
105613,12.77,S,600
105614,12.77,S,85
105617,12.79,B,1000
105624,12.77,S,142
105634,12.78,S,239
105635,12.79,B,500
105635,12.79,B,1000
105635,12.79,B,1000
105635,12.79,B,12000
105635,12.79,B,8900
105635,12.8,B,1000
105635,12.8,B,1000
105635,12.8,B,500
105635,12.8,B,500
105642,12.8,S,34
105644,12.8,S,500
105652,12.81,B,1000
105655,12.81,S,1000
105703,12.82,B,100
105703,12.82,B,600
105711,12.82,S,500
105717,12.82,S,1500
105717,12.82,S,700
105720,12.82,S,1300
105720,12.82,S,800
105727,12.82,B,500
105727,12.82,B,400
105732,12.82,B,5000
105738,12.81,S,1000
105739,12.81,S,1000
105739,12.81,S,500
105744,12.81,S,500
105744,12.81,S,500
105745,12.81,S,1500
105745,12.8,S,18500
105746,12.82,B,900
105809,12.81,B,500
105816,12.8,S,4566
105819,12.8,B,434
105824,12.8,S,566
105840,12.8,B,434
105840,12.8,B,10000
105844,12.8,S,500
105849,12.8,S,100
105856,12.8,S,2362
105857,12.81,B,500
105857,12.81,B,600
105857,12.81,B,400
105857,12.81,B,600
105857,12.81,B,600
105857,12.82,B,300
105900,12.8,S,1000
105901,12.8,S,400
105904,12.8,S,2104
105929,12.78,S,2400
105934,12.78,S,500
105934,12.8,B,500
105949,12.78,S,500
110010,12.79,B,1000
110016,12.79,S,400
110035,12.8,B,396
110035,12.8,B,500
110059,12.8,S,200
110059,12.81,B,1000
110104,12.81,S,500
110113,12.82,B,700
110113,12.82,B,1100
110118,12.81,S,200
110127,12.81,S,300
110147,12.8,S,100
110200,12.81,B,100
110203,12.8,S,1000
110209,12.8,S,800
110219,12.81,B,100
110219,12.81,B,100
110220,12.8,S,2104
110220,12.8,S,896
110224,12.8,S,1000
110225,12.8,S,104
110225,12.8,S,896
110230,12.8,S,100
110231,12.8,S,4
110241,12.79,S,3600
110249,12.79,S,500
110256,12.79,S,500
110258,12.79,S,4000
110258,12.79,S,3000
110307,12.78,S,3700
110313,12.78,S,1000
110313,12.78,S,1000
110314,12.78,S,661
110314,12.78,S,100
110314,12.78,S,11500
110314,12.78,S,5000
110314,12.78,S,400
110314,12.77,S,2473
110314,12.76,S,1400
110314,12.76,S,10000
110314,12.76,S,3466
110325,12.78,B,500
110328,12.76,S,1534
110328,12.75,S,466
110332,12.75,S,534
110332,12.74,S,200
110332,12.74,S,2000
110332,12.74,S,200
110332,12.74,S,100
110332,12.74,S,200
110346,12.72,S,700
110353,12.72,S,1800
110353,12.72,S,2000
110353,12.72,S,200
110404,12.72,B,800
110409,12.72,B,200
110409,12.72,B,800
110412,12.71,S,1000
110419,12.72,B,600
110420,12.72,S,400
110420,12.71,S,4400
110451,12.71,S,2200
110459,12.71,S,275
110510,12.71,S,209
110510,12.71,S,1000
110518,12.71,S,16
110523,12.71,S,300
110528,12.72,S,500
110528,12.71,S,600
110528,12.71,S,700
110531,12.71,B,1000
110545,12.71,B,1000
110550,12.71,B,200
110550,12.7,S,1000
110550,12.7,S,500
110550,12.7,S,600
110602,12.69,S,2000
110620,12.69,S,1100
110620,12.69,S,600
110632,12.7,B,800
110632,12.7,B,200
110708,12.7,S,300
110708,12.7,S,200
110710,12.71,B,2000
110720,12.71,B,200
110721,12.7,S,1000
110727,12.71,B,3800
110751,12.73,B,500
110838,12.73,S,100
110845,12.73,B,300
110859,12.73,B,100
110900,12.73,B,200
110914,12.73,S,300
110929,12.73,S,100
110947,12.73,S,200
110952,12.73,S,100
110952,12.73,S,200
110955,12.73,S,300
110955,12.73,S,1000
110957,12.73,B,1200
111015,12.71,S,100
111023,12.71,S,500
111024,12.71,S,1100
111035,12.7,S,500
111038,12.7,S,300
111038,12.7,S,500
111038,12.7,S,200
111039,12.7,S,400
111039,12.7,S,100
111039,12.7,S,500
111040,12.7,S,200
111040,12.7,S,500
111052,12.69,S,200
111052,12.69,S,400
111052,12.69,S,1300
111052,12.69,S,3766
111056,12.69,S,1234
111059,12.68,S,3000
111059,12.68,S,1000
111059,12.68,S,1000
111059,12.68,S,100
111114,12.69,B,100
111119,12.68,S,700
111124,12.68,S,1000
111128,12.68,S,300
111129,12.68,S,500
111144,12.68,S,1600
111145,12.69,B,100
111146,12.68,S,800
111148,12.68,S,1000
111152,12.68,S,300
111155,12.68,S,100
111159,12.68,S,1600
111159,12.68,S,300
111159,12.68,S,200
111159,12.67,S,400
111200,12.67,B,400
111200,12.69,B,400
111215,12.66,S,1000
111221,12.66,S,1000
111224,12.66,S,1200
111232,12.66,S,500
111234,12.66,S,1300
111234,12.66,S,500
111234,12.66,S,1000
111234,12.66,S,700
111234,12.66,S,600
111234,12.66,S,1000
111234,12.66,S,500
111241,12.65,S,57
111241,12.65,S,2943
111245,12.65,S,2000
111251,12.65,S,1000
111251,12.65,S,5000
111253,12.65,S,1000
111255,12.65,S,200
111302,12.65,S,2500
111305,12.65,S,300
111312,12.65,S,5057
111312,12.65,S,2943
111320,12.65,S,2057
111320,12.65,S,100
111320,12.65,S,500
111320,12.65,S,500
111320,12.65,S,400
111320,12.65,S,200
111320,12.65,S,1000
111320,12.65,S,600
111320,12.65,S,3100
111324,12.65,B,500
111337,12.64,S,400
111337,12.64,S,100
111337,12.64,S,200
111337,12.64,S,1100
111340,12.64,B,400
111341,12.64,B,2000
111343,12.64,B,800
111343,12.65,B,200
111346,12.64,B,500
111346,12.65,B,300
111406,12.65,B,443
111406,12.65,B,2000
111406,12.65,B,100
111406,12.65,B,300
111406,12.65,B,200
111406,12.65,B,2000
111408,12.65,S,2300
111411,12.65,S,1000
111427,12.69,B,100
111427,12.65,S,300
111428,12.65,S,1000
111440,12.69,B,100
111457,12.7,B,400
111457,12.7,B,800
111502,12.7,S,600
111507,12.7,S,500
111519,12.72,B,500
111520,12.7,S,2700
111520,12.7,S,900
111520,12.7,B,400
111520,12.72,B,1000
111539,12.73,B,900
111541,12.72,S,600
111541,12.72,S,300
111606,12.72,B,400
111606,12.73,B,3600
111609,12.69,S,200
111642,12.67,S,100
111642,12.66,S,1000
111658,12.68,B,500
111658,12.68,B,500
111701,12.66,S,900
111701,12.66,S,100
111701,12.68,B,100
111711,12.67,S,100
111712,12.67,S,400
111712,12.66,S,600
111738,12.66,S,300
111738,12.66,S,10266
111745,12.66,S,1000
111746,12.66,S,100
111755,12.66,S,1000
111756,12.66,S,4500
111802,12.68,B,200
111806,12.66,S,1500
111808,12.66,S,1634
111808,12.66,S,500
111808,12.66,S,500
111808,12.66,S,100
111808,12.66,S,100
111814,12.66,B,100
111823,12.66,B,500
111824,12.65,S,100
111824,12.65,S,200
111824,12.65,S,100
111824,12.64,S,200
111837,12.64,S,100
111837,12.64,S,900
111837,12.64,S,100
111837,12.64,S,100
111837,12.63,S,300
111845,12.65,B,1000
111850,12.64,S,1000
111850,12.63,S,700
111850,12.63,S,300
111854,12.63,S,100
111854,12.63,S,200
111856,12.65,B,100
111858,12.64,S,600
111858,12.63,S,300
111858,12.63,S,1000
111858,12.63,S,100
111859,12.63,S,800
111904,12.63,S,1300
111908,12.63,S,1500
111908,12.63,S,2000
111908,12.63,S,500
111908,12.62,S,200
111908,12.62,S,200
111908,12.62,S,2000
111908,12.62,S,600
111908,12.62,S,1000
111908,12.62,S,400
111908,12.62,S,1000
111908,12.61,S,100
111908,12.61,S,300
111908,12.61,S,300
111908,12.61,S,200
111930,12.62,S,100
111931,12.61,S,300
111931,12.61,S,1000
111931,12.61,S,200
