time,open,high,low,close,max_amount_price
19,12.55,12.88,12.52,12.79,12.8
20,12.8,12.97,12.79,12.81,12.86
21,12.81,12.82,12.6,12.78,12.8
22,12.79,12.82,12.6,12.64,12.65
26,12.63,12.71,12.58,12.63,12.63
27,12.63,12.65,12.48,12.65,12.56
28,12.64,12.64,12.35,12.48,12.42
29,12.48,12.6,12.26,12.45,12.31
